Name,Slug,Description,Address,City,State,Zip,County,Phone,Website URL,Google Maps URL,Photo URL,Hours,Services,Care Types,Payment Options,Licensing,Accreditation,Languages,Service Area,Year Established,Rating,Review Count,Status,Date Added,Latitude,Longitude
Rhonda's Home Medical,rhonda-s-home-medical-beckley-wv,"Rhonda's Home Medical operates in Beckley, West Virginia, accepting private pay as a payment option. The agency serves English-speaking clients in the local area. Specific service offerings and care types are available by contacting the agency directly.","3413 Robert C Byrd Dr, Beckley, WV 25801",Beckley,West Virginia,25801,,(304) 255-6500,https://rhondasrx.com/,"https://www.google.com/maps/place/Rhonda%27s+Home+Medical/@37.7889622,-81.1865308,14z/data=!4m8!1m2!2m1!1sRhonda%27s+Home+Medical!3m4!1s0x884ef2e6907c4665:0xc3c539fab54f8baa!8m2!3d37.7889622!4d-81.1865308",https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=FaaUE4syRaigleCojIu-uA&cb_client=search.gws-prod.gps&w=800&h=500&yaw=335.51056&pitch=0&thumbfov=100,"Monday: 9AM–6PM, Tuesday: 9AM–6PM, Wednesday: 9AM–6PM, Thursday: 9AM–6PM, Friday: 9AM–6PM, Saturday: Closed, Sunday: Closed",,,Private Pay,,,English,,,3.2,18.0,Active,3/20/2026,37.7889622,-81.1865308
Home Helpers Home Care of Martinsburg,home-helpers-home-care-of-martinsburg-martinsburg-wv,"Home Helpers Home Care of Martinsburg brings experienced, compassionate caregivers to seniors throughout Martinsburg and the surrounding West Virginia communities. Their care team offers services including around-the-clock live-in caregiver support, dedicated care for veterans with VA benefit coordination, live-in care, and veterans care services. Families can pay through VA Benefits. Caregivers are available who speak English and Spanish. With a 5-star Google rating from 16 reviews, Home Helpers Home Care of Martinsburg is well-regarded by families in the area. Reach out to Home Helpers Home Care of Martinsburg to discuss care options and schedule a free consultation.","3192 Winchester Ave, Martinsburg, WV 25405",Martinsburg,West Virginia,25405,,(304) 433-8000,https://www.homehelpershomecare.com/martinsburg/,"https://www.google.com/maps/place/Home+Helpers+Home+Care+of+Martinsburg/@39.4142027,-77.9908897,14z/data=!4m8!1m2!2m1!1sHome+Helpers+Home+Care+of+Martinsburg!3m4!1s0x89ca039c15d9ee39:0xd48ee203de09f44d!8m2!3d39.4142027!4d-77.9908897",/static/images/home-helpers-home-care-of-martinsburg-martinsburg.jpg,"Monday: 9AM–5PM, Tuesday: 9AM–5PM, Wednesday: 9AM–5PM, Thursday: 9AM–5PM, Friday: 9AM–5PM, Saturday: Closed, Sunday: Closed","Live-In Care,Veterans Care","Live-In Care,Veterans Care",VA Benefits,,,"English,Spanish",,,5.0,16.0,Active,3/20/2026,39.4142027,-77.9908897
Raleigh County Commission on Aging,raleigh-county-commission-on-aging-beckley-wv,"Raleigh County Commission on Aging is located in Beckley, West Virginia and accepts private pay as a payment option. As a county commission dedicated to serving older adults, the agency operates within the region to address aging-related needs. English-language services are available to clients in the area.","1614 S Kanawha St, Beckley, WV 25801",Beckley,West Virginia,25801,,(304) 255-1397,https://www.raleighseniors.org/,"https://www.google.com/maps/place/Raleigh+County+Commission+on+Aging/@37.7707725,-81.1700391,14z/data=!4m8!1m2!2m1!1sRaleigh+County+Commission+on+Aging!3m4!1s0x884ef3296fa394a1:0x8af66c53c69694e1!8m2!3d37.7707725!4d-81.1700391",/static/images/raleigh-county-commission-on-aging-beckley.jpg,"Monday: 8AM–4PM, Tuesday: 8AM–4PM, Wednesday: 8AM–4PM, Thursday: 8AM–4PM, Friday: 8AM–4PM, Saturday: Closed, Sunday: Closed",,,Private Pay,,,English,,,4.7,64.0,Active,3/20/2026,37.7707725,-81.1700391
Beckley Healthcare Center,beckley-healthcare-center-beckley-wv,"Beckley Healthcare Center, located in Beckley, West Virginia, offers live-in care services and accepts private pay as a payment option. The agency provides care in English and maintains a base of operations in the community to serve clients requiring in-home support. Live-in care arrangements allow caregivers to reside with clients on a full-time basis to assist with daily activities and medical needs.","100 Heartland Dr, Beckley, WV 25801",Beckley,West Virginia,25801,,(304) 256-1650,https://communicarehealth.com/location/beckley-healthcare-center/%3Futm_source%3Dgoogle%26utm_medium%3Dorganic%26utm_campaign%3Dgbp_beckley,"https://www.google.com/maps/place/Beckley+Healthcare+Center/@37.7987842,-81.2239288,14z/data=!4m8!1m2!2m1!1sBeckley+Healthcare+Center!3m4!1s0x884ef24204827805:0xce16a5a89e9447a0!8m2!3d37.7987842!4d-81.2239288",/static/images/beckley-healthcare-center-beckley.jpg,Daily: Open 24 hours,Live-In Care,,Private Pay,,,English,,,2.5,55.0,Active,3/20/2026,37.7987842,-81.2239288
Back to Health Chiropractic,back-to-health-chiropractic-beaver-wv,"Back to Health Chiropractic operates in Beaver, West Virginia and provides transportation services. The agency accepts private pay as a payment option and conducts business in English. Transportation assistance is available to residents in the Beaver area.","385 Airport Rd, Beaver, WV 25813",Beaver,West Virginia,25813,,(304) 256-1110,http://backtohealthwv.com/,"https://www.google.com/maps/place/Back+to+Health+Chiropractic/@37.754874099999995,-81.130194,14z/data=!4m8!1m2!2m1!1sBack+to+Health+Chiropractic!3m4!1s0x884ef2e08872ffd9:0x76e63066faca5e87!8m2!3d37.754874099999995!4d-81.130194",/static/images/back-to-health-chiropractic-beaver.jpg,"Monday: 8:30AM–6PM, Tuesday: 1–7PM, Wednesday: 8:30AM–6PM, Thursday: 8:30AM–6PM, Friday: 8:30AM–2PM, Saturday: Closed, Sunday: Closed",Transportation,,Private Pay,,,English,,,5.0,331.0,Active,3/20/2026,37.7548741,-81.1301940
"Cure Home Care Services, Inc.",cure-home-care-services-inc-cicero-il,"Cure Home Care Services, Inc. provides professional in-home care services to seniors and families in Cicero, Illinois. The agency provides a range of services such as hands-on assistance with bathing, dressing, and daily hygiene and personal care assistance. Payment options include Private Pay. Cure Home Care Services, Inc. is available Daily: 8:30AM–5PM. Contact Cure Home Care Services, Inc. to learn more about creating a personalized care plan for your loved one.","5912 W 35th St, Cicero, IL 60804",Cicero,Illinois,60804,,(708) 637-4166,https://curehomecareinc.com/,"https://www.google.com/maps/place/Cure+Home+Care+Services%2C+Inc./@41.8291591,-87.77135589999999,14z/data=!4m8!1m2!2m1!1sCure+Home+Care+Services%2C+Inc.!3m4!1s0x880e3476a7824487:0x1161f1d6619b93c6!8m2!3d41.8291591!4d-87.77135589999999",/static/images/cure-home-care-services-inc-cicero.jpg,Daily: 8:30AM–5PM,"Personal Care,Companion Services",Personal Care,Private Pay,,,English,,,,,Active,3/20/2026,41.8291591,-87.7713559
"Serendipity Home Healthcare, Inc.",serendipity-home-healthcare-inc-cicero-il,"We provide specialized home healthcare services such as skilled nursing, rehabilitation services, case management, medical social services, and more.","5617 W Roosevelt Rd, Cicero, IL 60804",Cicero,Illinois,60804,,(872) 208-5609,https://www.serendipityhhc.com/,"https://www.google.com/maps/place/Serendipity+Home+Healthcare%2C+Inc./@41.8653577,-87.7652596,14z/data=!4m8!1m2!2m1!1sSerendipity+Home+Healthcare%2C+Inc.!3m4!1s0x880e33689ef680c5:0x65ae18ded9c5dc8c!8m2!3d41.8653577!4d-87.7652596",/static/images/serendipity-home-healthcare-inc-cicero.jpg,Daily: 9AM–5PM,Personal Care,Personal Care,Private Pay,,,English,,,5.0,,Active,3/20/2026,41.8653577,-87.7652596
Blessing Hands Home Care Agency,blessing-hands-home-care-agency-fort-wayne-in,"Serving the Fort Wayne area, Blessing Hands Home Care Agency offers compassionate in-home care tailored to each client's needs. Clients can receive personal care assistance. Families can pay through Private Pay. With a 4.9-star Google rating from 11 reviews, Blessing Hands Home Care Agency is well-regarded by families in the area. Contact Blessing Hands Home Care Agency to learn more about creating a personalized care plan for your loved one.","223 E Tillman Rd STE C, Fort Wayne, IN 46816",Fort Wayne,Indiana,46816,,(260) 387-7649,https://blessinghandshhca.org/,"https://www.google.com/maps/place/Blessing+Hands+Home+Care+Agency/@41.0178979,-85.13442119999999,14z/data=!4m8!1m2!2m1!1sBlessing+Hands+Home+Care+Agency!3m4!1s0x8815e520d3f75035:0xf610816480b36c6f!8m2!3d41.0178979!4d-85.13442119999999",/static/images/blessing-hands-home-care-agency-fort-wayne.jpg,"Monday: 9AM–5PM, Tuesday: 9AM–5PM, Wednesday: 9AM–5PM, Thursday: 9AM–5PM, Friday: 9AM–5PM, Saturday: Closed, Sunday: Closed","Personal Care,Companion Services",,Private Pay,,,English,,,4.9,11.0,Active,3/20/2026,41.0178979,-85.1344212
Home Instead,home-instead-fort-wayne-in,"Home Instead provides hospice support services to clients in Fort Wayne, Indiana. The agency accepts private pay as a payment option and conducts services in English. Hospice support focuses on comfort-focused care for individuals with serious illnesses, addressing physical, emotional, and spiritual needs during end-of-life care.","2789 Maplecrest Rd suite b, Fort Wayne, IN 46815",Fort Wayne,Indiana,46815,,(260) 888-8589,https://www.homeinstead.com/home-care/usa/in/fort-wayne/296/%3Futm_source%3Dgoogle%26utm_medium%3Dorganic%26utm_campaign%3Dgoogle_organic_businesslisting_y,"https://www.google.com/maps/place/Home+Instead/@41.1018793,-85.061649,14z/data=!4m8!1m2!2m1!1sHome+Instead!3m4!1s0x8815fc7c5a4fe85d:0xfb228174e4b9a018!8m2!3d41.1018793!4d-85.061649",/static/images/home-instead-fort-wayne.jpg,Daily: Open 24 hours,Hospice Support,Hospice Support,Private Pay,,,English,,,4.9,35.0,Active,3/20/2026,41.1018793,-85.0616490
Home Helpers Home Care of Fort Wayne,home-helpers-home-care-of-fort-wayne-fort-wayne-in,For 24-hour home care you can count on Home Helpers®. We provide in-home caregiving services at competitive prices!,"8614 St Joe Rd, Fort Wayne, IN 46835",Fort Wayne,Indiana,46835,,(574) 598-5115,https://www.homehelpershomecare.com/fort-wayne/,"https://www.google.com/maps/place/Home+Helpers+Home+Care+of+Fort+Wayne/@41.1639783,-85.0649842,14z/data=!4m8!1m2!2m1!1sHome+Helpers+Home+Care+of+Fort+Wayne!3m4!1s0x8815e39a8b30ba3d:0x5a7abc28f755cfed!8m2!3d41.1639783!4d-85.0649842",/static/images/home-helpers-home-care-of-fort-wayne-fort-wayne.jpg,Daily: Open 24 hours,Live-In Care,Live-In Care,Private Pay,,,English,,,5.0,18.0,Active,3/20/2026,41.1639783,-85.0649842
Homefront Home Care,homefront-home-care-fort-wayne-in,"Discover Fort Wayne's trusted in-home caregivers. Certified and experienced, our private caregiving solutions provide reliable and affordable care.","6821 Lima Rd, Fort Wayne, IN 46818",Fort Wayne,Indiana,46818,,(260) 704-3922,https://www.homefronthomecare.com/,"https://www.google.com/maps/place/Homefront+Home+Care/@41.1417791,-85.16358249999999,14z/data=!4m8!1m2!2m1!1sHomefront+Home+Care!3m4!1s0x274f550109793b39:0x2917af13b1060f48!8m2!3d41.1417791!4d-85.16358249999999",/static/images/homefront-home-care-fort-wayne.jpg,"Monday: 9AM–5PM, Tuesday: 9AM–5PM, Wednesday: 9AM–5PM, Thursday: 9AM–5PM, Friday: 9AM–5PM, Saturday: Closed, Sunday: Closed",Veterans Care,Veterans Care,VA Benefits,,,English,,,5.0,12.0,Active,3/20/2026,41.1417791,-85.1635825
iLove Home Care,ilove-home-care-fort-wayne-in,"iLove Home Care provides professional in-home care services to seniors and families in Fort Wayne, Indiana. Clients can receive hands-on assistance with bathing, dressing, and daily hygiene and personal care assistance. The agency accepts Private Pay. The agency holds a 4.5-star rating based on 26 reviews. Call iLove Home Care today to explore how their caregivers can help your family.","3706 W Ferguson Rd, Fort Wayne, IN 46809",Fort Wayne,Indiana,46809,,(260) 446-5797,https://www.ilovehc.com/,"https://www.google.com/maps/place/iLove+Home+Care/@40.989854,-85.184744,14z/data=!4m8!1m2!2m1!1siLove+Home+Care!3m4!1s0x8815ef3205c869d7:0xa77df70a68983dfd!8m2!3d40.989854!4d-85.184744",/static/images/ilove-home-care-fort-wayne.jpg,"Monday: 9AM–5PM, Tuesday: 9AM–5PM, Wednesday: 9AM–5PM, Thursday: 9AM–5PM, Friday: 9AM–5PM, Saturday: Closed, Sunday: Closed","Personal Care,Companion Services",Personal Care,Private Pay,,,English,,,4.5,26.0,Active,3/20/2026,40.9898540,-85.1847440
Misbah Home Care Agency,misbah-home-care-agency-fort-wayne-in,"Misbah Home Care Agency provides professional in-home care services to seniors and families in Fort Wayne, Indiana. Their care team offers services including friendly companionship and social engagement, light housekeeping, meal preparation, and household support, hands-on assistance with bathing, dressing, and daily hygiene, homemaking and meal prep, and personal care assistance. Payment options include Private Pay. With a 5-star Google rating from 5 reviews, Misbah Home Care Agency is well-regarded by families in the area. Contact Misbah Home Care Agency to learn more about creating a personalized care plan for your loved one.","727 E Paulding Rd, Fort Wayne, IN 46816",Fort Wayne,Indiana,46816,South Suburban,(260) 745-0902,https://misbahhomecare.com/,"https://www.google.com/maps/place/Misbah+Home+Care+Agency/@41.031987799999996,-85.12504849999999,14z/data=!4m8!1m2!2m1!1sMisbah+Home+Care+Agency!3m4!1s0x8815e5ec9970c8a3:0xea8890fe178c9f9f!8m2!3d41.031987799999996!4d-85.12504849999999",https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=fJ79BfqEXtkzKxxomJUB5A&cb_client=search.gws-prod.gps&w=800&h=500&yaw=3.975633&pitch=0&thumbfov=100,"Monday: 9AM–5PM, Tuesday: 9AM–5PM, Wednesday: 9AM–5PM, Thursday: 9AM–5PM, Friday: 9AM–5PM, Saturday: Closed, Sunday: Closed","Homemaking,Personal Care","Companion Care,Homemaking,Personal Care",Private Pay,,,English,,,5.0,5.0,Active,3/20/2026,41.0319878,-85.1250485
Sunshine Home Care Services,sunshine-home-care-services-fort-wayne-in,"Sunshine Home Care Services provides professional in-home care services to seniors and families in Fort Wayne, Indiana. Available services include personal care assistance. Families can pay through Private Pay. Contact Sunshine Home Care Services to learn more about creating a personalized care plan for your loved one.","302 E Jefferson Blvd, Fort Wayne, IN 46802",Fort Wayne,Indiana,46802,,(260) 483-6878,http://www.sunshinehomecarefw.com/,"https://www.google.com/maps/place/Sunshine+Home+Care+Services/@41.0764962,-85.1354257,14z/data=!4m8!1m2!2m1!1sSunshine+Home+Care+Services!3m4!1s0x8815e4f34ce346f1:0x885ee945f7349c65!8m2!3d41.0764962!4d-85.1354257",/static/images/sunshine-home-care-services-fort-wayne.jpg,"Monday: 8AM–4:30PM, Tuesday: 8AM–4:30PM, Wednesday: 8AM–4:30PM, Thursday: 8AM–4:30PM, Friday: 8AM–4:30PM, Saturday: Closed, Sunday: Closed","Personal Care,Companion Services",,Private Pay,,,English,,,3.7,23.0,Active,3/20/2026,41.0764962,-85.1354257
BrightStar Care,brightstar-care-fort-wayne-in,"BrightStar Care is a leading homecare and medical staffing franchise organization aimed at providing information, resources and care to families in need.","333 E Washington Blvd, Fort Wayne, IN 46802",Fort Wayne,Indiana,46802,,(260) 918-0933,https://www.brightstarcare.com/locations/fort-wayne/,"https://www.google.com/maps/place/BrightStar+Care/@41.0781953,-85.13493079999999,14z/data=!4m8!1m2!2m1!1sBrightStar+Care!3m4!1s0x8815e6916041750b:0xef6594fcfc618b11!8m2!3d41.0781953!4d-85.13493079999999",/static/images/brightstar-care-fort-wayne.jpg,Daily: Open 24 hours,Veterans Care,Veterans Care,VA Benefits,,,English,,,4.7,38.0,Active,3/20/2026,41.0781953,-85.1349308
1st Choice Home Health Services LLC,1st-choice-home-health-services-llc-fort-wayne-in,"1st Choice Home Health Services LLC is a company that provides home health care and non-emergency medical transportation (NEMT) services in Fort Wayne, Indiana.","402 E Main St, Fort Wayne, IN 46802",Fort Wayne,Indiana,46802,East Central,(260) 298-8297,http://www.1stchoicehhc.org/,"https://www.google.com/maps/place/1st+Choice+Home+Health+Services+LLC/@41.080940999999996,-85.13460529999999,14z/data=!4m8!1m2!2m1!1s1st+Choice+Home+Health+Services+LLC!3m4!1s0x8815e773c97f7207:0xf3a80f201e3eb844!8m2!3d41.080940999999996!4d-85.13460529999999",https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=nfZnYqawnWeNwaN2BcqszA&cb_client=search.gws-prod.gps&w=800&h=500&yaw=163.15025&pitch=0&thumbfov=100,"Monday: 9AM–5PM, Tuesday: 9AM–5PM, Wednesday: 9AM–5PM, Thursday: 9AM–5PM, Friday: 9AM–4:30PM, Saturday: Closed, Sunday: Closed",Transportation,,Private Pay,,,English,,,4.1,12.0,Active,3/20/2026,41.0809410,-85.1346053
Good Shepherds Home Care Inc,good-shepherds-home-care-inc-fort-wayne-in,"Good Shepherds Home Care Inc is a trusted provider of home care services in Fort Wayne, Indiana, helping seniors live safely and comfortably at home. Their care team offers services including personal care assistance. The agency accepts Private Pay. With a 5-star Google rating from 2 reviews, Good Shepherds Home Care Inc is well-regarded by families in the area. Call Good Shepherds Home Care Inc today to explore how their caregivers can help your family.","7908 Rocky Glen Pl, Fort Wayne, IN 46825",Fort Wayne,Indiana,46825,El Dorado Hills,(260) 418-9249,https://goodshepherdshomecare.com/,"https://www.google.com/maps/place/Good+Shepherds+Home+Care+Inc/@41.1520155,-85.1453841,14z/data=!4m8!1m2!2m1!1sGood+Shepherds+Home+Care+Inc!3m4!1s0x8815e3abfcb44da7:0xd9fec10ff25b05a2!8m2!3d41.1520155!4d-85.1453841",/static/images/good-shepherds-home-care-inc-fort-wayne.jpg,"Monday: 8AM–5PM, Tuesday: 8AM–5PM, Wednesday: 8AM–5PM, Thursday: 8AM–5PM, Friday: 8AM–5PM, Saturday: Closed, Sunday: Closed","Personal Care,Companion Services",,Private Pay,,,English,,,5.0,2.0,Active,3/20/2026,41.1520155,-85.1453841
Village Caregiving,village-caregiving-fort-wayne-in,"Village Caregiving, based in Fort Wayne, Indiana, provides live-in care services on a private pay basis. The agency offers in-home support for individuals requiring ongoing residential assistance and operates with English-speaking staff. Live-in caregiving arrangements allow clients to receive continuous support while remaining in their own homes.","4646 W Jefferson Blvd, Fort Wayne, IN 46804",Fort Wayne,Indiana,46804,,(260) 368-5814,https://villagecaregiving.com/village-caregiving-of-fort-wayne/%3Futm_source%3Dgoogle%26utm_medium%3Dorganic%26utm_campaign%3Dgmb%26utm_content%3Dfort-wayne,"https://www.google.com/maps/place/Village+Caregiving/@41.0671371,-85.2010123,14z/data=!4m8!1m2!2m1!1sVillage+Caregiving!3m4!1s0x8815e719bf1192fb:0xe8025feadffc48f1!8m2!3d41.0671371!4d-85.2010123",/static/images/village-caregiving-fort-wayne.jpg,Daily: Open 24 hours,Live-In Care,Live-In Care,Private Pay,,,English,,,5.0,29.0,Active,3/20/2026,41.0671371,-85.2010123
